patent_number,kind,type,provenance,title,assignee,matched_assignee,inventor,priority_date,filing_date,publication_date,grant_date,pdf,google_patents_url,abstract
US20240420407A1,A1,application,snap_filed, Autodecoding latent 3d diffusion models,Snap Inc.,Snap Inc,Evangelos Ntavelis,2023-06-16,2023-06-16,2024-12-19,,https://patentimages.storage.googleapis.com/87/e6/d9/44d20fcbcb38e4/US20240420407A1.pdf,https://patents.google.com/patent/US20240420407A1/en,"having two generative components, G 1 112 and G 2 114 . The autodecoder 110 learns to <b>assign</b> each training set object a 1D embedding 120 that is processed by G 1 into a latent volumetric space 130 . Features of the latent volumes generated by G 1 112 may be normalized into the same range by robust &hellip;"
US20240428470A1,A1,application,snap_filed, Similar content augmentations system,Snap Inc.,Snap Inc,Kevin Sarabia Dela Rosa,2023-06-21,2023-06-21,2024-12-26,,https://patentimages.storage.googleapis.com/fa/6a/a1/e27cff8170d1b4/US20240428470A1.pdf,https://patents.google.com/patent/US20240428470A1/en,"Described is a system for identifying content augmentations based on an interaction function initiated by a user by determining an initiation of an interaction function from a first user of an interaction system, processing data associated with the interaction function using a first machine &hellip;"
US20250053443A1,A1,application,snap_filed, Deadlock-free scheduling of a task graph on a multi-core processor,Snap Inc.,Snap Inc|Snap Group,Cornelis Hermanus Van Berkel,2021-12-23,2022-12-22,2025-02-13,,https://patentimages.storage.googleapis.com/ac/c3/03/ac110613d00e42/US20250053443A1.pdf,https://patents.google.com/patent/US20250053443A1/en,"In this connection it is further observed that for a cyclic graph it is not possible to <b>assign</b> edge and node priorities in the same way as for an acyclic graph. In particular, this applies to the requirement of the acyclic graph that the priority assigned to each edge exceeds the priority of the &hellip;"
US20250055823A1,A1,application,snap_filed, Automatic ranking and display of user groups in a messaging system,Snap Inc.,Snap Inc,Isabelle Albi,2023-08-07,2024-08-07,2025-02-13,,https://patentimages.storage.googleapis.com/81/22/79/13129b57b6f6c2/US20250055823A1.pdf,https://patents.google.com/patent/US20250055823A1/en,"” The groups may be displayed with graphical icons that indicate their status as top groups. Users can customize the icon for a top group by providing inputs to select and <b>assign</b> a graphical icon to the “Top Groups” region. In some embodiments, the system displays the top groups in a section above &hellip;"
US20250061314A1,A1,application,snap_filed, Neuron core synchronization,Snap Inc.,Snap Inc|Snap Group,Orlando Miguel Pires Dos Reis Moreira,2021-12-22,2022-12-22,2025-02-20,,https://patentimages.storage.googleapis.com/35/11/f5/88caf05cc4061b/US20250061314A1.pdf,https://patents.google.com/patent/US20250061314A1/en,&hellip;  destination batches of the destination neural network layer. The event-based neural network processor is configured to dynamically <b>assign</b> the temporary storage space of each neural network layer to two or more batches of neural network elements organized logically in said each neural network layer. &hellip;
US20250078428A1,A1,application,snap_filed, Character and costume assignment for co-located users,Daekun Kim,Snap Inc,Daekun Kim,2022-09-01,2024-11-18,2025-03-06,,https://patentimages.storage.googleapis.com/2e/74/85/9dfda51c99035f/US20250078428A1.pdf,https://patents.google.com/patent/US20250078428A1/en,17 . A non-transitory computer-readable storage medium that stores instructions that when executed by at least one processor cause the at least one processor to <b>assign</b> a character to at least one participant in a multi-party augmented reality (AR) session by performing operations including:
US20250085783A1,A1,application,snap_filed, Virtual manipulation of augmented and virtual reality objects,Snap Inc.,Snap Inc,Mason Spong,2023-09-07,2023-09-07,2025-03-13,,https://patentimages.storage.googleapis.com/3c/fc/96/80b053f24650a4/US20250085783A1.pdf,https://patents.google.com/patent/US20250085783A1/en,"Systems and methods are provided. For example, a method includes determining a position of a user&#39;s hand and identifying a manipulation gesture performed by the user targeting a virtual object. The method also includes determining a three-dimensional (3D) origin point based on the position of the &hellip;"
US20250097376A1,A1,application,snap_filed, Selective identification and order of image modifiers,Snap Inc.,Snap Inc,Ebony James Charlton,2016-11-07,2024-12-03,2025-03-20,,https://patentimages.storage.googleapis.com/b4/7b/26/0ca1bdee2cc02c/US20250097376A1.pdf,https://patents.google.com/patent/US20250097376A1/en,"Systems, devices, media and methods are presented for presentation of modified objects within a video stream. The systems and methods select an object of interest depicted within a user interface based on an associated image modifier, determine a modifier context based at least in part on one or &hellip;"
US20250110547A1,A1,application,snap_filed, Bending-assisted calibration for extended reality tracking,Thomas Faeulhammer,Snap Inc,Thomas Faeulhammer,2023-09-29,2023-09-29,2025-04-03,,https://patentimages.storage.googleapis.com/a4/1a/07/f0cb7d211debea/US20250110547A1.pdf,https://patents.google.com/patent/US20250110547A1/en,"Bending data is used to facilitate tracking operations of an extended reality (XR) device, such as hand tracking or other object tracking operations. The XR device obtains bending data indicative of bending of the XR device to accommodate a body part of a user wearing the XR device. The XR device &hellip;"
US20250150414A1,A1,application,snap_filed, Chatbot response system,Snap Inc.,Snap Inc|Snap Group,Aliaksei Mikhailiuk,2023-11-08,2023-11-08,2025-05-08,,https://patentimages.storage.googleapis.com/5f/7b/10/dcc16cb37149b8/US20250150414A1.pdf,https://patents.google.com/patent/US20250150414A1/en,A computer-implemented method and system for responding to user posts containing images with relevant image responses during conversation between a user and a chatbot. The system receives an image post from the user and generates a description of the image using an image-to-text model. User intent &hellip;
US20250190483A1,A1,application,snap_filed, Automated local story generation and curation,Snap Inc.,Snap Inc|Snapchat Inc,Maria Pavlovskaia,2015-05-05,2025-02-20,2025-06-12,,https://patentimages.storage.googleapis.com/e5/f9/ec/6ca8b2cb4e75a1/US20250190483A1.pdf,https://patents.google.com/patent/US20250190483A1/en,"&hellip;  to users that are very close to this location. Rather than making the story available to all users within a larger geographic area, the system may automatically <b>assign</b> an area to the story, and may make the story available only to users in the area that was generated and assigned for that story."
US20250193200A1,A1,application,snap_filed, Collaborative public user profile,Snap Inc.,Snap Inc,Trevor Denton,2018-09-28,2025-01-07,2025-06-12,,https://patentimages.storage.googleapis.com/65/e1/84/212a31f348fb25/US20250193200A1.pdf,https://patents.google.com/patent/US20250193200A1/en,A system to generate a graphical user interface to display a presentation of a set of shared user groups between users of a social networking service is described. Embodiments of the present disclosure relate generally to systems for: receiving an identification of a second user from a user &hellip;
US20250209079A1,A1,application,snap_filed, Surfacing augmented reality objects,Snap Inc.,Snap Inc,Jennica Pounds,2019-12-30,2025-03-06,2025-06-26,,https://patentimages.storage.googleapis.com/98/51/80/98b3261ade8d0d/US20250209079A1.pdf,https://patents.google.com/patent/US20250209079A1/en,"PRIORITY CLAIM This application is a continuation of U.S. patent application Ser. No. 18/582,831, filed Feb. 21, 2024, which is a continuation of U.S. patent application Ser. No. 17/878,716, filed Aug. 1, 2022, which is a continuation of U.S. patent application Ser. No. 16/729,775, filed on Dec."
US20250217159A1,A1,application,snap_filed, Message-based processing with assignment of neural network layers to processor &hellip;,Snap Inc.,Snap Inc,Lennart BAMBERG,2020-07-24,2025-02-27,2025-07-03,,https://patentimages.storage.googleapis.com/36/44/98/f3b476fce33d8f/US20250217159A1.pdf,https://patents.google.com/patent/US20250217159A1/en,"Systems and methods described herein relate to a multi-processor system for processing neural networks. The multi-processor system includes multiple processor clusters, each comprising processor cluster elements, with neural network layers assigned to one or more processor clusters. In response to &hellip;"
US20250218087A1,A1,application,snap_filed, Generating modified user content that includes additional text content,Snap Inc.,Snap Inc,Nathan Kenneth Boyd,2021-03-31,2025-03-19,2025-07-03,,https://patentimages.storage.googleapis.com/14/a8/ef/2fc5df9bd5782d/US20250218087A1.pdf,https://patents.google.com/patent/US20250218087A1/en,"In one or more implementations, user content items generated using a client application may be shared with users that are not contacts of the user within the client application. A user interface that indicates a number of recipients of the user content item may be generated that also includes a &hellip;"
US20250259405A1,A1,application,snap_filed, 3d mask generation,Snap Inc.,Snap Inc,Sergei Korolev,2024-02-08,2024-02-08,2025-08-14,,,https://patents.google.com/patent/US20250259405A1/en,A three-dimensional (3D) trainable mask is geometrically adjusted based on two-dimensional (2D) images of a target image. The 3D trainable mask is applied to a face of a user within an image. Example methods include rendering a trainable three-dimensional (3D) mask to generate a two-dimensional ( &hellip;
